method,time,variable,stock
pgy,160,state,0.16444444444444445
pgy,161,state,0.16161616161616163
pgy,162,state,0.1696969696969697
pgy,163,state,0.1688888888888889
pgy,164,state,0.17090909090909093
pgy,165,state,0.16202020202020204
pgy,166,state,0.15313131313131315
pgy,167,state,0.1486868686868687
pgy,168,state,0.14464646464646466
pgy,169,state,0.1482828282828283
pgy,170,state,0.14545454545454548
pgy,171,state,0.14141414141414144
pgy,172,state,0.15191919191919193
pgy,173,state,0.1478787878787879
pgy,174,state,0.15353535353535355
pgy,175,state,0.15030303030303033
pgy,176,state,0.1595959595959596
pgy,177,state,0.15434343434343437
pgy,178,state,0.14262626262626263
pgy,179,state,0.14141414141414144
pgy,180,state,0.14101010101010103
pgy,181,state,0.1305050505050505
pgy,182,state,0.12363636363636364
pgy,183,state,0.11717171717171718
pgy,184,state,0.12444444444444445
pgy,185,state,0.1288888888888889
pgy,186,state,0.12040404040404042
pgy,187,state,0.12161616161616162
pgy,188,state,0.12444444444444445
pgy,189,state,0.12282828282828284
pgy,190,state,0.11191919191919193
pgy,191,state,0.10303030303030304
pgy,192,state,0.10222222222222223
pgy,193,state,0.10707070707070708
pgy,194,state,0.0985858585858586
pgy,195,state,0.09252525252525254
pgy,196,state,0.09171717171717172
pgy,197,state,0.10626262626262627
pgy,198,state,0.10989898989898991
pgy,199,state,0.10020202020202021
pgy,1,action,0.14141414141414144
pgy,2,action,0.14141414141414144
pgy,3,action,0.14141414141414144
pgy,4,action,0.14141414141414144
pgy,5,action,0.14141414141414144
pgy,6,action,0.14141414141414144
pgy,7,action,0.14141414141414144
pgy,8,action,0.14141414141414144
pgy,9,action,0.14141414141414144
pgy,10,action,0.14141414141414144
pgy,11,action,0.14141414141414144
pgy,12,action,0.14141414141414144
pgy,13,action,0.14141414141414144
pgy,14,action,0.14141414141414144
pgy,15,action,0.14141414141414144
pgy,16,action,0.14141414141414144
pgy,17,action,0.14141414141414144
pgy,18,action,0.14141414141414144
pgy,19,action,0.14141414141414144
pgy,20,action,0.14141414141414144
pgy,21,action,0.14141414141414144
pgy,22,action,0.14141414141414144
pgy,23,action,0.14141414141414144
pgy,24,action,0.14141414141414144
pgy,25,action,0.14141414141414144
pgy,26,action,0.14141414141414144
pgy,27,action,0.14141414141414144
pgy,28,action,0.14141414141414144
pgy,29,action,0.14141414141414144
pgy,30,action,0.14141414141414144
pgy,31,action,0.14141414141414144
pgy,32,action,0.14141414141414144
pgy,33,action,0.14141414141414144
pgy,34,action,0.14141414141414144
pgy,35,action,0.14141414141414144
pgy,36,action,0.14141414141414144
pgy,37,action,0.14141414141414144
pgy,38,action,0.14141414141414144
pgy,39,action,0.14141414141414144
pgy,40,action,0.14141414141414144
pgy,41,action,0.14141414141414144
pgy,42,action,0.14141414141414144
pgy,43,action,0.14141414141414144
pgy,44,action,0.14141414141414144
pgy,45,action,0.14141414141414144
pgy,46,action,0.14141414141414144
pgy,47,action,0.14141414141414144
pgy,48,action,0.14141414141414144
pgy,49,action,0.14141414141414144
pgy,50,action,0.14141414141414144
pgy,51,action,0.14141414141414144
pgy,52,action,0.14141414141414144
pgy,53,action,0.14141414141414144
pgy,54,action,0.14141414141414144
pgy,55,action,0.14141414141414144
pgy,56,action,0.14141414141414144
pgy,57,action,0.14141414141414144
pgy,58,action,0.14141414141414144
pgy,59,action,0.14141414141414144
pgy,60,action,0.14141414141414144
pgy,61,action,0.14141414141414144
pgy,62,action,0.14141414141414144
pgy,63,action,0.14141414141414144
pgy,64,action,0.14141414141414144
pgy,65,action,0.14141414141414144
pgy,66,action,0.14141414141414144
pgy,67,action,0.14141414141414144
pgy,68,action,0.14141414141414144
pgy,69,action,0.14141414141414144
pgy,70,action,0.14141414141414144
pgy,71,action,0.14141414141414144
pgy,72,action,0.14141414141414144
pgy,73,action,0.14141414141414144
pgy,74,action,0.14141414141414144
pgy,75,action,0.14141414141414144
pgy,76,action,0.14141414141414144
pgy,77,action,0.14141414141414144
pgy,78,action,0.14141414141414144
pgy,79,action,0.14141414141414144
pgy,80,action,0.14141414141414144
pgy,81,action,0.14141414141414144
pgy,82,action,0.14141414141414144
pgy,83,action,0.14141414141414144
pgy,84,action,0.14141414141414144
pgy,85,action,0.14141414141414144
pgy,86,action,0.14141414141414144
pgy,87,action,0.14141414141414144
pgy,88,action,0.14141414141414144
pgy,89,action,0.14141414141414144
pgy,90,action,0.14141414141414144
pgy,91,action,0.14141414141414144
pgy,92,action,0.14141414141414144
pgy,93,action,0.14141414141414144
pgy,94,action,0.14141414141414144
pgy,95,action,0.14141414141414144
pgy,96,action,0.14141414141414144
pgy,97,action,0.14141414141414144
pgy,98,action,0.14141414141414144
pgy,99,action,0.14141414141414144
pgy,100,action,0.14141414141414144
pgy,101,action,0.14141414141414144
pgy,102,action,0.14141414141414144
pgy,103,action,0.14141414141414144
pgy,104,action,0.14141414141414144
pgy,105,action,0.14141414141414144
pgy,106,action,0.14141414141414144
pgy,107,action,0.14141414141414144
pgy,108,action,0.14141414141414144
pgy,109,action,0.14141414141414144
pgy,110,action,0.14141414141414144
pgy,111,action,0.14141414141414144
pgy,112,action,0.14141414141414144
pgy,113,action,0.14141414141414144
pgy,114,action,0.14141414141414144
pgy,115,action,0.14141414141414144
pgy,116,action,0.14141414141414144
pgy,117,action,0.14141414141414144
pgy,118,action,0.14141414141414144
pgy,119,action,0.14141414141414144
pgy,120,action,0.14141414141414144
pgy,121,action,0.14141414141414144
pgy,122,action,0.14141414141414144
pgy,123,action,0.14141414141414144
pgy,124,action,0.14141414141414144
pgy,125,action,0.14141414141414144
pgy,126,action,0.14141414141414144
pgy,127,action,0.14141414141414144
pgy,128,action,0.14141414141414144
pgy,129,action,0.14141414141414144
pgy,130,action,0.14141414141414144
pgy,131,action,0.14141414141414144
pgy,132,action,0.14141414141414144
pgy,133,action,0.14141414141414144
pgy,134,action,0.14141414141414144
pgy,135,action,0.14141414141414144
pgy,136,action,0.14141414141414144
pgy,137,action,0.14141414141414144
pgy,138,action,0.14141414141414144
pgy,139,action,0.14141414141414144
pgy,140,action,0.14141414141414144
pgy,141,action,0.14141414141414144
pgy,142,action,0.14141414141414144
pgy,143,action,0.14141414141414144
pgy,144,action,0.14141414141414144
pgy,145,action,0.14141414141414144
pgy,146,action,0.14141414141414144
pgy,147,action,0.14141414141414144
pgy,148,action,0.14141414141414144
pgy,149,action,0.14141414141414144
pgy,150,action,0.14141414141414144
pgy,151,action,0.14141414141414144
pgy,152,action,0.14141414141414144
pgy,153,action,0.14141414141414144
pgy,154,action,0.14141414141414144
pgy,155,action,0.14141414141414144
pgy,156,action,0.14141414141414144
pgy,157,action,0.14141414141414144
pgy,158,action,0.14141414141414144
pgy,159,action,0.14141414141414144
pgy,160,action,0.14141414141414144
pgy,161,action,0.14141414141414144
pgy,162,action,0.14141414141414144
pgy,163,action,0.14141414141414144
pgy,164,action,0.14141414141414144
pgy,165,action,0.14141414141414144
pgy,166,action,0.14141414141414144
pgy,167,action,0.14141414141414144
pgy,168,action,0.14141414141414144
pgy,169,action,0.14141414141414144
pgy,170,action,0.14141414141414144
pgy,171,action,0.14141414141414144
pgy,172,action,0.14141414141414144
pgy,173,action,0.14141414141414144
pgy,174,action,0.14141414141414144
pgy,175,action,0.14141414141414144
pgy,176,action,0.14141414141414144
pgy,177,action,0.14141414141414144
pgy,178,action,0.14141414141414144
pgy,179,action,0.14141414141414144
pgy,180,action,0.14141414141414144
pgy,181,action,0.14141414141414144
pgy,182,action,0.14141414141414144
pgy,183,action,0.14141414141414144
pgy,184,action,0.14141414141414144
pgy,185,action,0.14141414141414144
pgy,186,action,0.14141414141414144
pgy,187,action,0.14141414141414144
pgy,188,action,0.14141414141414144
pgy,189,action,0.14141414141414144
pgy,190,action,0.14141414141414144
pgy,191,action,0.14141414141414144
pgy,192,action,0.14141414141414144
pgy,193,action,0.14141414141414144
pgy,194,action,0.14141414141414144
pgy,195,action,0.14141414141414144
pgy,196,action,0.14141414141414144
pgy,197,action,0.14141414141414144
pgy,198,action,0.14141414141414144
pgy,199,action,0.14141414141414144
